关键词,文章标题,公众号,发布日期,摘要,文章链接
杨孟飞,重磅!杨孟飞研究员当选中国科学院院士,N/A,2017-11-28 10:51:45,"全晓书杨孟飞,空间技术专家.中国空间技术研究院研究员,博士生导师.1962年10月生,湖南湘阴人.1982年毕业于西北电讯工程...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9KbD8XEBbuEre8IEW_canR52EVrqFbkqJO_RnRJ64Vx3LbuFk3kmlOwPKt8RhoZQX9KaBLPXkTN0EZ02RInnFvGTl2stfFOD_bcAL7UXu_Fntny7kPISWOnWJoCRufPFGYH6Xfd3QXw-oCQRJ3sD3JqLgy27gKJUquDjzq_fjaNDRtmyIGw2VAg..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
杨孟飞,校友风采 | 祝贺我校包为民、杨孟飞、徐洪青、赵元富、四位校友获首届航天功勋荣誉称号,N/A,2021-09-03 09:31:24,"杨孟飞西北电讯工程学院(现西安电子科技大学)1978级校友,中国科学院院士,“嫦娥五号”总指挥、总设计师.徐洪青西北电讯工...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqcNKjsjLhxoLut9T0q3oY-lqXa8Fplpd9TuSGjItvcwb-3s7loBcpeAajE2jDJWxW3pCbOMj4zsxgiszPjJZ8pnhXu4AwbzjILg1LdxCY1C25DXDuVnRgPFZJN6iVBubvU9desWPVwOJryfNc-GPQExmeNkxLT5p5XNPLRW9nBb94xOmwC-b27mceom9qIqnvtNERvAlyADYY-UZGbO56rA..&type=2&query=%E6%9D%A8%E5%AD%9F%E9%A3%9E&token=73B1310C422D95DAA1A7EF5DB87383E9A260E09469D6F2C4
郑南宁,郑南宁:迎接人工智能新时代,N/A,2019-03-27 18:23:34,"郑南宁介绍道,通过在真实的物理环境中验证理论成果,解决实际环境中复杂认知和智能行为决策等问题,改变了简单的论文汇总或实...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9bcLjUYo75Btuci8vRopq7pHq1eSlQdqLgX4TuZGtKEQ27M7rH99c5qIV1QgO2Vvfz0mCFPOyXysrgY2Jqwp4vfdiSg1ZZkVG-lDIVlPXai5FmTVbfXnPX3lcgIvu3XGa64L1UGeA4-ssaJfXtXS9m0cFGZ06qeiDWIrTLFScIEZe0WC6Sbi7DA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁院士:迎接人工智能新时代,N/A,2019-03-27 19:47:43,郑南宁院士:迎接人工智能新时代中国工程院院士、西安交通大学教授郑南宁(配图来自网络)【编者按】人类视听觉认知机理研究是...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9SyU-jJPMKlvFxFMI6-RjoQerRENr-py5DCLL1thiLd0H12WwHYzVJ68VT5kLsFFuP-tLn4S6oURHT2aGCl9zuouyma32eHa1l9fw9Ui3WpF1HDdj7OzPGX_DAwyJ78DQvD3b_7_hu2-hmfwmNwR-O1xEgRRh-gOubDgChZkS_26E8RsmObDbtQ..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁:直觉AI与无人驾驶,N/A,2018-08-27 23:50:18,中国工程院院士郑南宁作为大会报告的最后一位嘉宾分享了题为《直觉性AI与无人驾驶》报告.郑院士从人工智能的五大学术流派讲起...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9wEpzr7qSBL7XwXbBGkPRnaHUAA9Zcg4dWWsuqj7b0ciRtcQDYgjvE3SdDuq26zaXYWS8XMUAHhhx4NDA9Nau-QMH6McrxE6HoMaHEAx_jXHpXSzXvyI9hAHkzJ5mHhshoE3iyfdfyTXx1M_1n-NjBMQaTOdJ7o0lJim5YA2cqb9FkDr8IT4KYw..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁院士:智能机器行为与自动驾驶,N/A,2023-06-09 09:13:43,"郑南宁智能机器行为演进郑南宁从人工智能的起源和历史演变展开,剖析了人工智能技术应用的基本原理和发展阶段,展示了人工智能...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9bcLjUYo75Btuci8vRopq7pHq1eSlQdqLgX4TuZGtKEQ27M7rH99c5gJqmy4rP40on3PjvHxnFuZfOOb75OxwYkQYreueU3icATeA6oZiclv01AByiG0vxpKYhRep4LJAPVdGll-dEWXqkwakyBbx03qkc34Mj74x2hHYYNlhl2sNGbbB75bUeA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁院士:打造人工智能领域的“百年老店”,N/A,2022-11-19 09:00:42,"文 | 杨曦  齐昆鹏1952年出生的中国工程院院士、西安交通大学教授郑南宁,自幼受父母熏陶,耳濡目染,自己组装矿石收音机,梦想...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9Ps9TMztFeU7eC5S9GXsLHe_OIhNr214qoJaMAq9uQFoD92LXD4yLfBqYpkHcMbYlqmBmmPNrRUuENojuvUhmthehLnz4vZ_KneRzMrI6NFcKz6UTH6Whcp7vuY52FcOPD9ofzOaQdY1BMNcMOukE6fT8uuyWIWsEzfYRLSJBfb0HpHkoPMgL3A..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁:人工智能人才培养须因材施教,N/A,2019-09-25 08:15:24,"9月21日至22日,第二届中国认知计算机与混合智能学术大会在西安举行,由中国工程院院士、西安交通大学教授郑南宁提议的中国人...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9Ps9TMztFeU7eC5S9GXsLHe_OIhNr214qoJaMAq9uQFoD92LXD4yLfISlefALSxaVYqNWFiczJeq4k9urVJQb-AFvOESVyOjkpEKTMA5d6LF3_hTmRT6cLJB7kEDVc-zIGWJfTMU-F5LS9Im1ZPrw653FyTXBQhR215aPRtjgdPDm0CtGSSkZQQ..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁:面对人工智能挑战 人才培养的下一步该如何走,N/A,2019-07-06 00:00:45,"人工智能是一门什么样的学科 在我们的星球上,生命诞生至今已有40亿年,所有的生命是按照有机化学的规则改变或者进化,但是今天...未来人工智能的形态是什么 前面说得很清楚,无论机器的智能发展到什么程度,它总是需要人类来使用...人工智能给教育和学习带来什么样的变化 人工智能可以使教育成为一个可追溯、可视化和可计算的过程,这是混合智能的一个重要应用...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9w4KJIDvDk8MoU3ZCvf-_8t_MQDsNROB063W3jIzuMuiMPqAU8InPPrfensTKTgB6EZQliXzZeoDlBbyTDUC-f4e2Icei-ZY7IP82mgmFaeIgAzcVdKptqYE_ClCRs2jtipghwo7QbhFgo9SaJS8NlWZOGYZsQjPGue3U-YhDjCLFcvUoAZZH7Q..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,郑南宁院士:无人车上路至少得十几年,N/A,2017-12-12 18:56:07,"郑南宁说,一般的人工智能系统如搜索、翻译等可以允许犯错,而无人驾驶系统与生命相关,不允许犯错.“无人驾驶要想真正进入寻...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9cI2DhzkvhGps2tw9V6HTNf9M4oh_tzaILc5KBYZvjovUPa5oTfA9EohoDZmO4xWbxNuW4AvylwCmUl8TNMcGT_goYTw5R4RQCh08xznmIzHUCpnC8Gb_3hjYqjPs_kJLOZNn5hGjupTKKPp2QXq9VUNaw_Zp_A9DDYcwg5VsZO9hlgeRt7bSzA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,【观点】郑南宁:教育是优雅、缓慢和美妙的过程,N/A,2019-12-30 21:28:25,"CAA智慧起航,共创未来郑南宁,中国工程院院士, 中国自动化学会理事长,国际模式识别协会 (IAPR)理事会成员.曾获“做出突...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq_0S9kziLC7fut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxfpjigVVJkPtMqTWXQ_r9uMo0wWpoGWWfdv-rWG-1LBPBlNn6nRftlft6jsthBGIr2xBYmT-a6Yq-7xhAu9Ghr2zKh2oABOUgF9BrgerDei7qkay5ihNRgTI3OTRHYU2og..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,【郑南宁】发展人工智能是为了拓展人类智能,N/A,2016-06-23 21:44:00,C新智元编译  来源:微信公众号中国自动化协会作者:郑南宁【新智元导读】中国工程院院士、西安交通大学人工智能与机器人研究...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVIuBFCUDt0maVgrFeYQugDu5Gn9HD7GSwaBw_FZEVBVqBrMpECY3WVhqzutAOm5tOUp01q7P8Q3c42FidTjugzfhX09HAZveRZ3RADtOKtOpvyzJzM8OTt6A8P6GepAVjsk2beaXVf-6rfH2lqIdj0wZ2SnwFyayPjxD4bMKADE6KTy-qZuXD9-qBzsowdJuTgMPduM5F0qOR1JkMvePAutyM1U2as6-jKzkuwrY2-euGOPAY2-xXo4j7bmMKvfs6iZqwg0yoRFw.&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B162EA1B73CB80FCFDB500E6C8BFCBFCC969AB69D6F2CA
郑南宁,【远荣机器人·直击】郑南宁:人工智能的下一步是什么?,N/A,2016-04-13 18:02:16,"“人工智能的下一步会是什么呢?”中国工程院院士郑南宁在2016年国家机器人发展论坛上抛出了这样一个问题.    华安证券曾提出,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVRVsp7yxXSsCVgrFeYQugDssIZ8S70E1FT_cVH6ksbXfg2CUChvoSKj7xyYfvy-I9ojXB_liyCqQC0B5aVOAAg7oGqZrah-037TIy975sm0ixApOimi91h_7lkftetXhx5nOTJdqYqchHxtZAiNiDsVmB5EMYO8CP6L6hO-JGiRd2YIuJS75vjii2sYq-MegPT5CGl7PoSsrMugw31lW_kUohzGlwGSpjBER0_IlMCSRfd68I_wbPPEvMwlvN4mL9iZqwg0yoRFw.&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,点赞!郑南宁院士的50个俯卧撑,N/A,2019-10-08 18:00:27,"关于郑南宁院士,我们知道的:我国自动化控制领域专家;中国人工智能学会首批会士;我国人工智能与模式识别学科领域的“领跑者...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9sdC-0zd7wFmqb-I1RgCHUP3USU9YHMGV40LxoIE1PqfW7XAXpPnfgh2GkfGfOA4ehKJdanIdC-VczB0IKKf7Ie7h4Di7Ozv5KD5vRa3YxvNCPGdArYX3M0JJBYdkyMYbwppafu_cmxRjZNsJLtJCrxPHV_5PgiBu-DQ4Rsp959USYTqT4eyLmA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,"郑南宁院士:深化学科交叉,发展人工智能",N/A,2019-04-10 13:22:00,"人工智能是人类历史上最重要的一个演变.过去40亿年当中,所有的生命完全按照有机化学的规则演化,但人工智能的出现和发展使这...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9KQtbeTOxxzZBo5-M4vG7f-mD6SEXhxP2yArmzWbhdYB7Rp65i9_8-ZCZlNPYNwvkvJ-7DioydC4ZA0iwM-Jl8bDei6YkaN7Uk1T7fahSqEDwepI9-ja8WH4oplwcwppAp_l-LPpmjFi5RpnIr-zuHKJLy4ElQhwe_yLFlym9g4rRtmyIGw2VAg..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,郑南宁:发展有助于人类的人工智能,N/A,2016-06-21 09:14:05,"不久前,围棋软件“阿尔法围棋”战胜围棋世界冠军李世石,让人们惊叹人工智能发展取得的成就.这是否意味着机器即将获得类人智...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVRVsp7yxXSsCVgrFeYQugDtev7FLEqliC3UhCmN7F5fJlhDAiqCHAwX2J6FW-0bD7VCE64yeXoS4tJX35V0jWiNoWrAt4OVdgBNvGYpGblDVIU6jJpzf8TbgBogufFV2wGXcgEK5qOyQGrMk1kAP2sl93cX3GfJ1eNL1jD2fei0E6dVuznw_7UY-ph6PUWt72-ZUS_bXy-DfBni0e1J_xQqvVJO-na6hxfUAxr2c7D7deUpYdsLhjja7T7FGrfcYqiZqwg0yoRFw.&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,"郑南宁院士:无人车上路至少得十几年,现在量产恐增“马路杀手”",N/A,2017-12-11 17:18:17,"郑南宁说,一般的人工智能系统如搜索、翻译等可以允许犯错,而无人驾驶系统与生命相关,不允许犯错.“无人驾驶要想真正进入寻...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd90iEgK5FZU4LxbDM7hMVaLxzsQn5Gtck23OqpyjLGXYmGJ8UEKgdmqYeuYe3E-29UcM9S4d0fUqpc6HY8L9HlLTff6rMkv7DZkV0OCm9MhsDpE9zGYlmSZFLQMUAxT_tnbiQb8FUk9x6wrKcvQG38_mqADdMNgYvY_vDZnKcuWA654z_tGSZTqA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,评述 |郑南宁院士:混合增强智能——协同与认知,N/A,2017-08-01 14:25:09,"人工智能是一种引领许多领域产生颠覆性变革的使能技术,合理并有效地利用人工智能技术,意味着价值创造和竞争优势.为抢抓人工...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9HBBxx4PGpqXMH18BqJ0ZR2Z00E31Sd56iLj4BSouEqZCy6XuFs6HvzyUM3isrlx7S2NbVTC0cA2MLEbFBvTDT0Cs91l96-CnAeMY9k_pk3__d0Mec4fWVZLtJqZRUfEO2KwzSLtACGwr038uqkOWNUxE7C3s_73sSOnZEi0vFxWrCDCayYmfpA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,郑南宁院士:迎接人工智能新时代,N/A,2019-03-27 12:09:58,"郑南宁介绍道,通过在真实的物理环境中验证理论成果,解决实际环境中复杂认知和智能行为决策等问题,改变了简单的论文汇总或实...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9KQtbeTOxxzZBo5-M4vG7f-mD6SEXhxP2yArmzWbhdYB7Rp65i9_8-UKCo9-XrW8eVFo_RQi1PmtBYXD8DWtqKLNs93jHgmOEwatn6m6Us2nzT2UZr_x6Sx6HT7y36bKa_3E7bY2Qiobr5tKc_q0TwgyXw6bCcXyWXKjwmHknFs1Q_LeJW-Rhtg..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,郑南宁:“混合增强智能”是人工智能的发展趋向,N/A,2017-11-13 14:49:54,"当前,人工智能的发展超乎想象,正在深刻改变着人们的生活,改变着整个世界.人工智能是一种引发诸多领域产生颠覆性变革的前沿...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9FW7tIHCvN5vOGUUVWrda8idIfFNi-LNa2qVsda8hwpiliQuwaQv2rrK9GerNxMYLbSD39-uDfMy7L7-CHAD6xhLPrDTyDCpZHa5qSz22viEL59fJWkRrXmNAJAiJu26QF4RyOtkCDbaGMMEWk05O-dLpaNlp117phA2qtyhMjIz0OK9DLfgmPA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,郑南宁教授获“全国先进工作者”荣誉称号,N/A,2020-11-25 22:00:28,"郑南宁(右七)与陕西省赴京领奖代表合影全国劳动模范和先进工作者五年评选一次,劳动模范评选主要针对企业职工和农民,先进工...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd98nqv1k-DbQuJzlnN3D69Bw769M_M0eyAGy0eIGcOpyecBGUXE5YkiLr_GFExqOWfvJGRTv-tjzCe-8SMuikJUWTwVmaN_uIguFjmZ1qrZF4Ik2iIPyt-KRZ2PzOO8QhoZBpngErERPAZoSzg3LAY19_RE_OQwPE84vTgEzG7eWv1AfaFW2DefQ..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,郑南宁院士获“吴文俊人工智能最高成就奖”,N/A,2023-05-06 22:37:22,"郑南宁院士获“吴文俊人工智能最高成就奖”5月6日,我国智能科学技术最高奖“吴文俊人工智能科学技术奖”颁奖典礼在北京举行,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq851RmDIceUrut9T0q3oY-lqXa8Fplpd9MSwXW2D0GE6bwKyRylAHgg_-e21vArCgG9MqVTwJI1RXA4YGULaxjbQ60FQ_V7mrn-XmOKASXpDkH1FKn_P7d7umVqcZPHMbdQq30A8FtMhTJc854OKgLDtPOqKogxbj_zyuIzwte_vDSPi3t-VjXjIDIveVJYi1Xm7sJzcChhurCDCayYmfpA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1AB31751AA1ED9693DB698C52E90E96B838B469D6F2D4
郑南宁,"郑南宁:面对人工智能挑战,人才培养的下一步该如何走",N/A,2020-06-15 20:42:54,"‍文章 |郑南宁来源 | 中国大学教学 2019年第2期人工智能是一门什么样的学科在我们的星球上,生命诞生至今已有40 亿年,所有的生...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqsE-teSdJkw7ut9T0q3oY-lqXa8Fplpd9Pa1og59ZHmYnkSuIPUYEMsMF4ETBvsKxwD6fyhDk3LdHepNiPcJw3F9WoSZTcnzrNQXp8HGLLuSIjd7x7CNCzsxm-w7XobR7-PgPAc4RL5-up6HcZ0zWQjcidbqZiAmOGLquwXSPWjzjsrNahy_w9mLuCxyIbP1Z28UHxnqvW9UYJSSFPgfogQ..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1E6482A45FCB0CACC8436D18F3F02CB6330BE69D6F2DC
郑南宁,郑南宁院士新书!指引人工智能教育未来!,N/A,2019-09-24 15:01:34,"郑南宁院士表示,要以创造为源,为学生内心点燃一把火,打开一扇门,引导他们主动探索人工智能奥秘,希望通过此书能共同完善人...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqsE-teSdJkw7ut9T0q3oY-lqXa8Fplpd9FmS5ju5qY-0K8qGz-QQLKU2pdw3S9MJP2SHhL8UuxN2wKcVEd018j4cYk12qwXB_-g-AmawD3-5y66689f8QEjxIit3Y5YNW8LTMMPQvGXs_DRBHm5ObqdpseySzq-v0pPP3LlOerkyWpd3T5HencTeeSEI2UYzEq_tzBWXOPhNS6t2rFt2rnA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1E6482A45FCB0CACC8436D18F3F02CB6330BE69D6F2DC
郑南宁,"郑南宁院士出任旷视学术委员会特别顾问,西交大—旷视联合实验室正式成立",N/A,2017-12-11 15:30:11,"郑南宁院士表示,高校的专家学者不能对自己的研究孤芳自赏,也不能停留在深墙高院,要与企业开展紧密的合作.而不论是高校还是...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqsE-teSdJkw7ut9T0q3oY-lqXa8Fplpd9IWEzUJeeYrCmK7agrcH1iTNXYfNfom80qqBo6ZNKjT3FxZjAgn560_Ncyc1TwtKISI5_FVTDewp94LdYj08dL1kp4VygCo_kp77dNac3i9e2MfFB1YHJK587iuGjclQCPvAadCs9HDbWbD5PBbjKNRUj5WEBiKKLpsJhmYDQ1gSq3X8EKMKOIA..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1E6482A45FCB0CACC8436D18F3F02CB6330BE69D6F2DC
郑南宁,"【CAA智库】郑南宁院士:深化学科交叉,发展人工智能",N/A,2019-03-07 19:54:41,"人工智能是人类历史上最重要的一个演变.过去40亿年当中,所有的生命完全按照有机化学的规则演化,但人工智能的出现和发展使这...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqsE-teSdJkw7ut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxb64aKiUlxg_EjDZ4SRA62TXA6Z1JdREPOW6s3gXi08bRKrxo-7JK4baXIju4pJsoOSZO4HPdiey2o1Qyu6_4uDoAq7Qq-Qy8NrB8fkfcQHOsUb_6fR4iV9535pjGOOjYg..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1E6482A45FCB0CACC8436D18F3F02CB6330BE69D6F2DC
郑南宁,你不知道的郑南宁院士的50个俯卧撑 !,N/A,2019-09-29 22:01:46,"受郑南宁院士委托,人工智能学院辛景民、孙宏滨、李杰、魏平一行代表学院教师,带着月饼和问候,看望正在实验室进行科研工作的...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqsE-teSdJkw7ut9T0q3oY-lqXa8Fplpd9Pa1og59ZHmYnkSuIPUYEMsMF4ETBvsKxwD6fyhDk3LdHepNiPcJw3AF0KG8YZMfC6mfz1-_AtKCPjZvwobyeDLXXIfjdQ1uxaNLyvgcE9TNgjmgInDZnPjkMV3QxVpmyms_iyxcNJdBNJH_LD8BBSajoSpQ-rr2vP3-3M0bD8BECn9lOoZLP2Q..&type=2&query=%E9%83%91%E5%8D%97%E5%AE%81&token=73B1E6482A45FCB0CACC8436D18F3F02CB6330BE69D6F2DC
高会军,高会军:从中专生到博导,N/A,2016-11-15 18:04:29,"高会军(图片来源:人民网)自学成才的时代楷模在高会军的履历表中,只能找到中专、自考本科、硕士和博士经历,而高中和全日制...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV47Iek57ZF06VgrFeYQugDgMC7qtxDnVy-R5_Vaa6Q3k8i498_Tdr8RWjxqcZs3Wng5OBSo4b6hnUybHX3p9VaOTBHONsi7VGJzfdE_EYJ4U_tvLLqyuaMtpNO10CCTAV4ZxZZuKDcgTW-N66iBwIxycLqc1D_YNzzV8eyXUAJPokcDFOPdJeBzVOA1Reu9mqLUlI5p7HcVbrBP-NXvU5gNf9pEEA0u29e2PON4J3ZMbOq8Qvw5JAVfZ4UR_zOHFAiZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,【人物】高会军,N/A,2018-02-05 09:48:03,"为太阳底下最美好的事业奋斗终生——哈尔滨工业大学理学院院长高会军教授  作为科研工作者,他是国际权威机构汤森路透发布的...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd9rujC2szecD5hmGy6Ge2dtR4_TdncPLiowaco9gc33oXQjk4i5aHgeDb_NGuDnABCI8WpNdbxB7OwDrszHTEezppQoeam15lj9ta5LFO06UWXv_8iwPzFjcI87nw-dHzWy9qocbl9sCAvTc8cCsF-NwSD6QyBNl-NunEJjs_ibEFhWLv6O878UA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
